id xcenter ycenter aperture_sum
435 1964.4875 241.55111 278.47726
436 1898.4027 241.62132 1426.0377
437 835.25625 242.51907 3786.0585
438 1192.3128 243.0587 348.491
439 662.00175 244.24652 336.00393
440 754.61952 243.88377 59702.007
441 1201.8379 244.43352 532.86151
442 1261.4896 243.58248 658.54986
443 1161.9489 245.4482 1025.5116
444 1765.1061 245.38143 95.601216
445 128.21404 245.85167 554.64081
446 1778.1694 245.31164 399.58931
447 576.88361 246.70012 1699.2288
448 1617.0415 247.03464 16982.31
449 1993.3164 246.91307 890.97642
450 59.187167 248.12432 1158.7846
451 592.4597 248.30262 1072.312
452 1252.3281 247.95753 246.44726
453 1000.172 248.86877 3674.3393
454 1143.7963 249.02408 357.80317
455 1469.4532 249.11909 423.81435
456 825.89728 250.59981 486.33013
457 350.18556 251.79226 10066.523
458 886.18284 251.58837 510.32683
459 1804.0754 252.308 470.59599
460 679.43881 252.90819 164.30731
461 1849.165 254.48893 21048.755
462 1794.0999 255.54067 728.04601
463 1203.8971 256.6983 725.56902
464 359.74904 257.43218 4381.3434
465 856.32976 256.60205 747.9279
466 1159.4622 257.4318 675.51812
467 615.72695 258.05116 374.34281
468 523.09461 258.61164 1808.2982
469 1176.2928 259.15417 279.69099
470 1505.8741 259.07712 564.99748
471 1067.9482 259.85062 874.71526
472 1427.9403 260.3966 6326.1064
473 415.29511 261.02815 592.51529
474 1932.0695 260.71225 70327.879
475 102.42424 263.46377 879.64709
476 236.8405 263.13546 8898.424
477 1203.129 262.75609 21715.782
478 1541.7252 263.29898 310.36563
479 2001.2166 263.35305 739.20403
480 124.58439 264.05383 902.84519
481 801.20483 263.73921 536.32212
482 1020.8073 263.80567 600.52161
483 1361.2914 263.95045 352.71558
484 1484.5393 263.80634 1095.6785
485 1945.5413 264.82921 477.88477
486 1103.7928 266.50322 628.05247
487 744.11334 267.15415 320.69802
488 1789.4545 267.19581 3679.2083
489 76.038822 267.90671 992.71868
490 192.31813 267.61963 1357.491
491 940.10727 268.78127 1655.0264
492 1020.4 268.9543 123.52627
493 405.83357 269.58421 27505.133
494 1147.7851 270.55327 462.01958
495 1582.7774 270.48158 15732.436
496 506.70472 271.03016 905.57045
497 889.29293 270.4951 3809.8839
498 1222.3114 270.86643 240.96499
499 1545.4108 271.6548 722.6279
500 1963.3674 272.46436 3904.917
501 189.20594 274.30373 281.90108
502 1770.6537 275.31369 388.61329
503 2037.7107 276.17356 59.20228
504 499.22062 278.7215 587.49871
505 1059.4018 278.92251 138.7236
506 1651.0547 279.02505 1042.4564
507 135.05529 281.38201 3124.5239
508 1187.4767 281.72226 89.22895
509 1830.2925 281.09179 652.57476
510 80.93353 282.4537 996.06912
511 1240.3593 282.26547 2105.6293
512 385.74889 282.64372 178.41653
513 1119.185 282.77746 1663.2308
514 1209.145 282.63092 512.68114
515 1257.0007 283.1613 1683.5154
516 1680.9826 283.38731 5200.9481
517 202.6733 283.79542 1904.624
518 347.88866 284.04413 2518.8529
519 947.36669 284.18214 1061.5467
520 1233.0806 284.25831 273.38682
521 1265.6172 284.39358 115.89727
522 1333.7093 283.93875 183.21018
523 1443.3243 283.56083 1318.7939
524 1930.0491 284.87559 4707.5642
525 2043.9426 285.42826 -1468.072
526 1626.2355 286.50237 888.23183
527 1118.0501 287.25371 924.27169
528 1191.1821 286.78831 1461.8838
529 813.8112 288.34131 128.04032
530 1247.3121 287.65834 450.80435
531 994.87773 289.36327 491.81107
532 1095.5638 289.07757 707.3545
533 1514.2782 289.28592 413.27433
534 1920.2823 288.63172 10747.499
535 2044.0161 288.22256 -1415.4495
536 1081.8281 291.44339 371.50866
537 1120.5947 290.90512 2154.0656
538 967.61353 291.97168 529.35001
539 1807.7328 292.21307 215.06301
540 533.58491 292.91178 398.60639
541 569.13494 292.97935 597.236
542 1032.4025 292.89734 390.33869
543 451.30321 293.26553 764.6969
544 810.35811 294.96027 262.52544
545 1097.5997 295.33386 802.99579
546 2015.7158 295.02655 1464.7192
547 859.74323 295.95827 235.53346
548 1056.9408 295.69955 910.28384
549 1296.4405 295.83369 639.20775
550 2044.0359 295.95732 -1401.2034
551 1824.2205 299.47637 298.2411
552 383.95243 300.24912 707.60663
553 1191.7006 299.60744 556.11899
554 491.13269 303.12152 494.36744
555 1161.8091 303.0401 232.07683
556 321.48973 303.79161 1492.6929
557 1457.5623 304.36859 821.88537
558 1534.1809 304.18906 899.70086
559 1971.2621 304.42038 891.56959
560 988.71004 305.4111 171.69442
561 385.30496 305.57667 596.05851
562 1200.8758 305.82715 191.62675
563 1676.9452 305.94203 1337.599
564 187.42042 307.0787 2135.1508
565 995.24463 307.05534 495.83235
566 102.31281 307.90467 274.44143
567 529.9788 307.66108 2580.8061
568 953.64236 309.39408 303.91719
569 1025.5542 309.11684 1267.7685
570 1101.2461 308.93469 156.50939
571 1487.6254 310.35538 277.80269
572 217.42909 311.08736 80.011192
573 980.22379 311.0518 157.74641
574 1146.0493 311.29636 1454.436
575 1159.2227 311.78935 612.72903
576 1263.4671 311.59175 494.66184
577 35.218152 313.08945 3490.8775
578 1277.8006 313.88477 151.47995
579 1340.5573 314.95245 1056.5521
580 122.78162 317.25446 770.27231
581 426.60394 317.41109 1099.7755
582 1472.5624 317.00281 1005.2603
583 176.93031 318.78851 284.18101
584 1287.6831 319.53299 505.21203
585 390.41941 320.09463 2257.5117
586 402.16407 320.47142 22211.326
587 475.58242 320.01287 189.40114
588 1506.1055 320.21885 260.34714
589 1627.4504 320.35758 570.33236
590 723.0712 320.66543 4237.7737
591 1825.5823 322.19983 400.8563
592 149.61819 323.31542 503.45697
593 293.54185 324.3695 462.8121
594 1554.2601 323.94583 720.63944
595 1024.9017 325.01274 1061.1555
596 1503.9377 324.6395 2146.8771
597 1547.8314 324.91993 2163.0349
598 1980.0606 325.36926 728.27419
599 67.409 325.98999 1339.8671
600 359.89696 325.76022 3661.5597
601 1527.1351 325.81148 350.94165
602 1497.5232 327.23584 2190.1375
603 1599.8602 327.0793 71340.702
604 1417.9372 328.91486 439.79142
605 1852.3778 329.3788 464.31537
606 892.84191 330.26609 601.68836
607 327.40198 330.83206 6376.0833
608 788.15752 331.14599 676.52849
609 1038.987 330.64286 1081582.7
610 1971.8475 330.81048 2069.0213
611 13.093324 331.49912 407.81738
612 637.75037 331.68476 553.70971
613 1258.5679 331.41386 284.28765
614 212.16232 333.16161 4214.4816
615 1780.2521 333.37422 63.508163
616 105.6696 334.27999 1039.3093
617 1346.1174 334.39773 867.7151
618 1442.4422 333.498 293.2339
619 1531.002 333.86509 302.87025
620 1606.3237 333.98413 2770.1121
621 1653.3299 334.10398 2338.1982
622 1925.4802 335.29809 207.91312
623 1968.9141 334.15272 362.09438
624 512.50022 336.51118 5196.023
625 646.97212 335.76989 1155.2092
626 977.10693 336.0877 1728.1023
627 602.62369 337.0051 332.51729
628 297.52778 337.94089 441.31034
629 418.68617 337.81939 603.33065
630 1174.9455 339.44357 579.34066
631 1373.9135 340.45027 1700.1416
632 288.54054 340.83078 6136.9443
633 1180.1601 342.15742 131.66379
634 1189.0015 343.28533 1490.5685
635 1870.851 342.52351 89.971085
636 511.86583 343.58063 1068.5297
637 882.49321 344.15231 6650.8682
638 1016.7022 344.30268 3380.5153
639 45.088002 344.78512 649.4443
640 727.22181 344.5777 677.94964
641 1213.93 344.82969 1779.4538
642 1350.5178 344.94672 1289.1611
643 680.1582 346.17485 9530.7904
644 1895.8181 346.26824 340.97686
645 1518.8968 347.21673 292.2289
646 664.98418 350.15634 1076.469
647 1079.8274 350.53511 2714.3452
648 638.52737 351.03016 7570.1967
649 858.38767 354.57947 2354.1117
650 2044.0969 353.54546 -1356.9314
651 196.53257 355.45108 309.47813
652 1102.2272 355.09363 106527.55
653 1732.9619 354.53801 87.055353
654 1996.3622 354.67053 92.688199
655 1235.1772 356.40004 367.83816
656 707.88875 356.91415 65.572548
657 790.21762 357.07885 210.46983
658 1505.1029 357.20088 420.93861
659 1016.573 358.16888 370686.52
660 1043.424 358.16269 282.35956
661 1139.604 357.57089 421.77224
662 144.85865 359.96843 295.05416
663 280.12956 360.16562 375.52142
664 717.88875 359.87015 426.3078
665 952.84138 359.79238 1818.3161
666 1215.5304 359.85214 29171.316
667 1441.8109 359.89204 329.84573
668 1653.4634 360.80862 1233.7527
669 4.4173783 362.43967 2682.9227
670 758.41904 362.47042 1285.1804
671 868.26579 362.02569 246.39182
672 1513.9271 361.87334 416.84458
673 535.00658 364.12762 4744.8651
674 1055.8886 363.3575 656.0699
675 1467.3664 363.8763 1214.1373
676 555.77919 364.96041 812.591
677 998.23974 364.93779 821.13593
678 1610.1464 365.13657 1758.8731
679 54.626417 367.39119 3786.6927
680 39.81302 367.87638 567.13759
681 447.96763 369.21285 769.75761
682 1904.7405 368.9453 1623.2569
683 549.50886 369.53945 3374.6669
684 53.022403 371.55565 14535.568
685 1014.5333 370.80913 212999.52
686 580.65494 371.31812 2787.9624
687 828.12355 372.28236 9857.7045
688 1665.8202 372.36866 163.19547
689 804.33012 373.4515 1450.9469
690 1038.8951 372.95551 23227.051
691 1599.1639 372.77117 1862.4214
692 882.58904 373.9963 924.3916
693 1576.7543 374.06332 74249.697
694 1822.7704 374.3806 122.54053
695 1220.7642 374.91029 1680.3425
696 621.64356 375.79839 774.35237
697 735.82341 375.89821 7352.4115
698 1860.5503 377.44683 456.26426
699 1057.2406 377.88397 1002.9798
700 1236.4557 377.87841 413.85517
701 1270.149 378.66672 941.45634
702 1466.3457 377.83558 1462.2764
703 1735.3211 378.65828 634.70082
704 1360.4199 381.0896 248.13715
705 243.7303 382.02014 993.43224
706 873.42633 382.06483 2043.7642
707 37.217478 382.67521 1499.3658
708 322.93569 383.46013 535.7463
709 1825.2856 382.75888 43.793379
710 106.7436 384.41517 229.44912
711 279.73718 383.73023 1610.3516
712 377.40789 384.39239 1447.3175
713 881.64174 383.67603 963.11452
714 1151.4327 383.97706 746.30587
715 1135.2529 385.51083 26252.726
716 1920.5073 385.07765 2406.4599
717 468.8835 386.51595 3308.7725
718 520.74407 386.59287 1382.0552
719 717.04585 386.59331 1410.6949
720 251.02403 387.74877 740.59858
721 655.00509 387.97978 413.46471
722 1256.893 389.09142 1261.2543
723 1567.1001 388.57258 28750.058
724 836.77383 390.42104 2403.5649
725 828.07334 390.86333 1873.0219
726 888.74045 391.2215 1141.3643
727 491.15048 392.19635 253.2559
728 996.18373 391.99222 2575.8533
729 1319.3016 392.12311 1163.9858
730 1491.1511 392.49377 422.28706
731 1550.2412 392.36029 484.39108
732 549.84975 392.50378 278.10239
733 580.52741 393.19639 37727.764
734 676.91499 393.29538 299.12842
735 122.13052 394.23426 29564.718
736 229.07943 394.49583 4995.9176
737 400.22434 394.01504 470.43486
738 1003.5478 393.68797 387.50747
739 1067.2166 394.26952 431.39978
740 1209.5492 393.50759 2044.7303
741 564.33005 395.00673 262.49529
742 1496.4757 394.9618 419.12682
743 438.27869 396.4323 1691.9113
744 1160.3587 395.99065 183077.58
745 1112.8234 396.58113 878.62609
746 1194.1094 397.08076 1769.0694
747 1350.922 397.27481 879.1844
748 78.248044 397.70969 8761.2214
749 797.65596 398.24709 613.25672
750 1253.5126 398.05409 1693.8953
751 174.09912 398.59415 491.59658
752 986.38532 399.00584 5662.7234
753 1015.9167 398.79188 313.94235
754 1141.1766 398.93319 454.28256
755 395.02809 399.94586 364.45032
756 431.62401 399.82706 204.29129
757 1522.927 400.95338 206.69481
758 332.18253 402.17886 5242.3034
759 1257.0478 402.50676 3025.5172
760 1981.3643 402.03315 240.0681
761 1269.7796 402.77217 1862.803
762 165.41689 403.60685 7408.8841
763 1474.6538 405.15651 430.53946
764 1673.354 405.01777 424.79692
765 648.68532 405.89687 289.86047
766 1018.6581 406.58392 358.30505
767 1190.0421 406.68636 962.41543
768 1364.8223 407.31407 438.15975
769 1754.031 406.96596 480.18088
770 198.47577 408.25329 3570.7914
771 1824.771 408.03377 320.70398
772 390.6524 408.66273 6205.9193
773 1597.4189 409.70558 494.69021
774 473.02418 411.63184 1245.7133
775 302.86622 412.09912 874.00579
776 1315.8491 411.51209 938.55019
777 1689.1255 411.8286 1002.8367
778 2022.92 412.19778 6030.4287
779 832.26623 413.01609 1369.3767
780 1156.0606 412.90479 2647.3356
