id xcenter ycenter aperture_sum
1584 1555.8726 715.47472 485.86694
1585 521.46138 716.2862 1782.3249
1586 752.8932 716.19694 283.62223
1587 853.39052 715.90179 2036.9426
1588 887.26335 715.46791 1127.1028
1589 681.51352 717.06624 683.7987
1590 721.19882 716.70037 35751.445
1591 734.65849 716.59617 373.30561
1592 763.71382 716.91831 1473.7258
1593 989.6049 716.94228 669.96304
1594 1037.6578 717.42636 967.73975
1595 1110.0093 716.33578 586.26406
1596 1730.601 716.82366 360.24483
1597 1920.7157 716.9721 591.31534
1598 840.19924 717.83922 821.70846
1599 1534.2693 718.45726 298.06106
1600 662.11892 719.03385 1510.906
1601 964.07077 718.74753 526.07829
1602 919.39353 719.97186 25470.458
1603 1020.8507 719.24838 585.85359
1604 1975.7519 720.45939 521.07124
1605 810.52487 721.34551 2666.3529
1606 1075.6239 720.96162 750.24666
1607 1182.3131 720.60843 1472.818
1608 1352.6274 721.23574 621.96684
1609 1680.3266 721.70637 522.21444
1610 472.14186 722.25188 115006.94
1611 705.03043 722.12337 1851.1589
1612 1002.5868 722.13348 336.34019
1613 1177.1706 721.93004 225.87443
1614 1715.8691 721.68334 1625.9548
1615 560.02222 722.93789 26078.044
1616 1345.2504 722.44243 1532.2515
1617 1975.1231 722.4059 558.44363
1618 614.80553 723.8313 917.26606
1619 852.95118 724.15306 1698.3665
1620 1225.3576 724.44974 600.87329
1621 1503.9397 724.46982 388.97193
1622 364.73309 724.68295 616.57454
1623 1679.2896 724.91867 800.90216
1624 1781.6922 725.07844 5572.4098
1625 1012.4412 726.00934 1950.3528
1626 1477.936 725.84016 15688.401
1627 510.79938 726.46514 340.43873
1628 1957.3339 726.4706 1057.4595
1629 1118.7311 727.68623 1710.0962
1630 1395.8734 728.42658 205.65348
1631 1417.2042 727.56298 2138.7622
1632 528.89862 728.8427 461.12108
1633 1413.8618 728.91236 764.38518
1634 153.38177 730.3657 722.33969
1635 229.23325 729.56943 393.30011
1636 767.68506 730.78196 674.00793
1637 879.10838 730.14786 26921.663
1638 1153.3402 729.81088 1980.0239
1639 1292.2655 730.29934 356.42296
1640 1308.7874 729.66398 1742.0083
1641 1426.3472 730.43382 1629.601
1642 1646.0181 730.14526 481.8487
1643 1886.5949 729.64993 382.31146
1644 1004.8766 731.5582 522.00309
1645 1185.5025 731.39902 5158.9132
1646 50.68803 731.48836 673.42961
1647 663.53057 732.38284 429.43845
1648 1016.0825 732.00228 440.799
1649 1201.7389 731.89157 176.42602
1650 1380.1525 732.05923 6961.1769
1651 787.86996 732.46415 2070.1883
1652 947.75816 732.56279 28270.933
1653 1230.6856 732.60597 500.06934
1654 1655.0549 733.5672 499.88019
1655 732.30361 733.90139 477.30645
1656 1082.7201 733.95898 334.93262
1657 650.59365 735.34179 617.3365
1658 667.91656 735.40685 1028.5678
1659 1424.139 735.15843 1429.4846
1660 1496.7776 734.5366 183.86314
1661 1629.3214 735.26825 939.63885
1662 1869.6 735.24744 581.1052
1663 1276.0439 735.52094 1027.0548
1664 1178.0248 736.79998 218.42744
1665 1217.8226 737.3948 2349.9627
1666 1289.3209 737.26933 530.86217
1667 443.02602 738.46594 377.6852
1668 764.10965 737.73303 1870.5922
1669 1161.2318 738.09668 1634.0348
1670 1614.9701 737.86142 430.4547
1671 265.20452 739.10861 615.97822
1672 630.9248 738.5363 173.77979
1673 1100.015 739.01041 7648.7382
1674 1112.4053 738.99125 3762.7076
1675 1310.857 738.86675 443.4689
1676 1696.6263 739.02672 1086.2176
1677 1708.435 739.04995 -1.3032212
1678 1362.4491 740.06003 416.18681
1679 1986.45 740.53466 725.82264
1680 572.71965 740.7799 268.5763
1681 1073.8302 741.17931 127.28947
1682 286.42248 742.30414 234.81511
1683 780.31243 741.82531 1021.4463
1684 879.55171 741.72588 1118.6285
1685 1041.0244 742.46232 582.13046
1686 451.19412 743.11516 4842.3797
1687 710.19535 743.32225 389.47307
1688 1024.9746 743.31289 386.96882
1689 1119.7599 743.00548 1290.6222
1690 1176.0462 743.05666 1668.419
1691 1236.6496 743.12788 11456.224
1692 1513.0682 743.48034 57.597633
1693 1897.5167 743.08908 4643.5412
1694 131.75767 744.20479 1193.632
1695 1960.7205 744.11201 544.51362
1696 901.81592 745.22468 14625.55
1697 1056.9942 744.83869 5104.273
1698 1429.246 745.11284 739.97009
1699 1601.9104 745.37659 521.92024
1700 481.473 745.86337 1576.1609
1701 593.65047 746.70707 610.45116
1702 1737.6714 746.21213 698.57792
1703 272.51193 747.25924 960.74844
1704 331.67011 747.07132 306.55582
1705 510.55773 746.69464 17163.011
1706 668.9416 746.72155 699.05306
1707 822.00377 746.82934 1676.8594
1708 1120.7809 746.22464 931.58863
1709 241.20999 747.54063 235.88684
1710 1253.3958 748.18261 360.63296
1711 1307.4844 748.19634 2443.3266
1712 1481.6668 748.22245 141.51915
1713 1573.7777 747.90237 7324.6558
1714 1752.9803 748.31411 995.22258
1715 1004.0146 749.34665 4577.413
1716 744.84249 749.28507 291.68207
1717 983.91497 750.00968 448.05596
1718 1051.8831 749.83724 505.13417
1719 1195.6121 749.58153 1081.7149
1720 1225.5592 750.00688 1519.079
1721 1530.8338 750.37372 363.17991
1722 1810.9893 749.97139 6524.5707
1723 395.05573 751.11467 20543.583
1724 589.98524 751.16864 4719.7517
1725 720.4117 751.39232 785.18357
1726 1046.6664 751.54233 630.59633
1727 376.96319 752.371 9331.4596
1728 727.00488 752.1246 2092.1481
1729 1138.2631 752.02708 1974.2841
1730 232.74164 752.69601 1316.9587
1731 329.26039 752.56557 344.18698
1732 1655.9116 752.97894 803.67064
1733 1768.2201 752.80612 57.74859
1734 337.04348 753.69974 967.05552
1735 645.71182 753.8467 2211.2554
1736 1037.4951 754.45003 17460.919
1737 478.37204 754.85883 41964.11
1738 577.74203 755.18808 518.93006
1739 832.40136 755.00979 380.4865
1740 902.90428 754.54368 1427.5971
1741 917.77797 754.94327 870.74513
1742 1134.4761 755.21358 452.33679
1743 1199.9991 754.87946 1299.9938
1744 1781.8345 755.10804 123.1212
1745 2001.8694 754.80514 535.12797
1746 614.83018 756.02337 324.43444
1747 1252.7261 756.30028 828.83662
1748 1299.2295 755.54686 5189.9117
1749 1312.9366 755.54757 2886.7804
1750 888.06815 757.04984 7574.4165
1751 1186.4373 757.33227 1286.6893
1752 1567.2377 757.57534 503.68244
1753 293.85953 757.90588 289.48277
1754 350.14857 758.56653 431.54309
1755 456.44564 758.60198 911.74024
1756 1510.3207 757.76098 2109.8722
1757 815.60171 759.04296 561.18325
1758 267.27092 760.34959 260.07818
1759 484.88203 759.82128 816.14851
1760 600.4404 759.85399 1299.9432
1761 623.22442 759.96909 1161.0283
1762 942.88515 760.49274 4328.6348
1763 952.04273 759.54941 9173.3038
1764 1103.9101 760.24665 785.98297
1765 1337.0948 760.15621 169.46979
1766 1488.8577 760.02521 325.87791
1767 1517.0307 759.69846 443.16466
1768 1702.6184 759.75564 314.13907
1769 351.6728 760.46125 412.2439
1770 931.26214 760.6712 739.90337
1771 1046.3617 761.45737 4245.9502
1772 1074.6572 760.7975 493.67364
1773 224.01696 762.0961 59.829856
1774 984.73327 762.18713 6867.727
1775 105.99416 762.70358 559.76843
1776 890.85619 762.60224 604.20001
1777 1354.5618 762.45855 420.32393
1778 667.26731 764.22562 2171.7218
1779 1438.0291 764.44068 1932.5784
1780 144.83527 766.37202 297.3017
1781 1230.2789 767.38604 520.44235
1782 82.063514 768.58876 2239.9866
1783 770.78946 768.97134 1174.8771
1784 1719.0102 769.07699 4.6300005
1785 920.78246 770.62527 1631.4022
1786 60.594056 771.20274 584.45159
1787 1226.8514 770.59083 367.99483
1788 377.69781 772.15939 3497.2032
1789 660.1354 772.19665 470.02326
1790 1780.1338 771.46437 315.12904
1791 562.51612 772.87974 683.19639
1792 1076.7442 773.12242 823.37409
1793 1083.0407 772.6256 979.29029
1794 335.00974 774.29368 767.01511
1795 644.01734 773.95073 364.47712
1796 1482.2315 774.48034 309.61345
1797 859.03915 775.36749 2029.7771
1798 995.93424 775.17651 389.41475
1799 1271.278 775.09603 1464.0638
1800 123.21884 775.87157 913.33248
1801 482.43195 776.59977 4764.8425
1802 493.63509 775.94504 1623.8736
1803 1044.3538 776.62368 931.57573
1804 1059.9146 776.69743 45550.396
1805 1292.3276 776.63905 1952.9588
1806 1891.3416 777.13914 3915.2042
1807 1955.0338 776.79066 80.027949
1808 341.33957 778.24206 1383.7898
1809 426.00501 777.73873 12860.395
1810 712.07312 778.43571 1361.1153
1811 1619.04 778.41762 16410.357
1812 651.21599 779.45258 142.34606
1813 1121.0106 780.32221 1306.7703
1814 1158.532 780.076 569.27271
1815 1253.5268 780.19999 531.72882
1816 1482.2599 780.3918 364.79553
1817 897.89909 781.23731 4484.9301
1818 1635.0827 780.72379 290.0641
1819 24.9885 781.94708 950.06308
1820 761.54363 782.00769 199.64259
1821 1208.6068 782.27073 96.712573
1822 1392.7202 782.08269 1086.384
1823 448.55657 782.41385 346.78597
1824 559.25576 783.24646 226.59401
1825 858.04439 782.95267 472.64668
1826 1217.4891 782.87028 2737.0999
1827 95.536857 783.885 2694.524
1828 261.85367 784.34335 1104.8742
1829 334.22022 783.62873 2593.7967
1830 1455.2093 784.52648 211.30647
1831 790.94884 785.49328 3576.1002
1832 1175.2036 784.80316 1636.6897
1833 1338.3787 785.29574 378.14789
1834 580.58085 785.81037 596.89764
1835 620.78884 785.83742 1351.4995
1836 750.35207 786.4188 1746.1513
1837 1296.0807 786.31566 1975.6353
1838 155.71433 786.95156 577.15577
1839 470.86532 786.94035 2331.717
1840 834.0857 786.84266 14867.213
1841 876.99831 787.21491 445.2707
1842 1224.7495 787.49553 2127.4639
1843 2036.0096 786.9388 883.50187
1844 346.10393 788.09656 141.03158
1845 1231.7969 787.8895 1998.3301
1846 1386.2316 787.78137 337.10946
1847 1790.5621 788.16859 446.87739
1848 936.06402 788.98672 228.35881
1849 2044.0908 789.43606 -1361.334
1850 1217.2305 789.49481 639.13981
1851 968.14984 790.62484 291.44373
1852 1135.0229 791.0524 403.29478
1853 1311.8665 790.95776 352.18036
1854 1368.6211 790.93164 3029.9282
1855 431.155 792.0774 2863.6319
1856 752.67722 791.73828 13504.578
1857 1257.5811 792.33126 6040.2841
1858 1417.211 791.38889 237.95792
1859 837.13227 792.20405 2295.6717
1860 840.257 792.91044 3661.7367
1861 1015.0878 793.31955 1202.7084
1862 1358.3582 793.47884 540.6113
1863 1783.4267 794.02912 518.6868
1864 1056.1814 794.92792 505.79191
1865 1279.2886 795.24354 1227.3051
1866 1478.1357 794.75679 2030.4255
1867 127.18492 796.12381 700.56251
1868 794.788 796.15093 354.46425
1869 853.17549 796.4222 587.85782
1870 962.14232 796.06818 219.75172
1871 1359.5664 794.50807 657.51116
1872 1607.7192 795.79246 1900.5288
1873 302.22761 797.28116 737.51692
1874 941.51857 797.48894 1230.1931
1875 972.9238 797.38426 1247.537
1876 1968.3557 797.57349 651.53986
1877 1223.4936 797.95987 2661.7925
1878 396.26563 799.29606 11537.303
1879 819.51528 799.08389 16643.456
1880 938.60372 799.40742 4130.3203
1881 1024.6377 799.09939 3618.046
1882 1076.7705 799.43263 1388.2444
1883 1218.295 798.76801 570.29956
1884 86.348913 800.4647 2099.2932
1885 121.22464 800.30023 3499.5967
1886 1114.9936 799.86828 578.0898
1887 1254.2847 799.74172 2595.7825
1888 1901.7741 800.83827 917.6664
1889 824.23168 802.42498 2020.0056
1890 864.57968 802.34401 379.44753
1891 1908.7273 802.1473 2555.2184
1892 409.849 802.83588 218.61111
1893 1144.6437 803.99328 1101.3423
1894 1166.1647 803.76113 1254.4862
1895 1670.0146 804.07461 287.36173
1896 715.45633 805.45117 1111.5627
1897 1035.1354 804.97413 1137.369
1898 1083.167 804.69246 197.79486
1899 1364.1892 805.13392 1791.3436
1900 1373.53 805.12859 6721.8226
1901 1444.4861 805.28737 2673.6507
1902 596.03484 805.61374 1086.6145
1903 650.66275 806.41016 841.99904
1904 749.88856 805.82462 108550.68
1905 772.29534 805.96668 1338.668
1906 864.35128 805.7798 521.20947
1907 1425.3834 805.46683 1792.9114
1908 1516.1399 805.64524 259.83267
1909 1817.8447 805.98941 1556.2061
1910 1858.4051 805.89238 1823.1915
1911 480.69992 807.33095 4610.7899
1912 1015.6935 807.29999 480.73223
1913 1244.7208 806.83663 12012.993
1914 1826.6459 807.0023 322.78283
1915 691.08878 808.10559 508.90821
1916 792.96545 808.43049 351.17066
1917 915.21327 808.37708 684.4257
1918 952.31715 807.9374 1869.4986
1919 1061.3667 808.62086 559.24517
1920 1398.8965 807.93914 2754.8056
1921 1662.2864 808.25576 382.26458
1922 1737.6957 808.34869 833.24812
1923 1782.836 808.82847 25006.235
1924 1869.0415 808.82263 422.36652
1925 132.72295 809.97386 547.45802
1926 804.9284 809.53414 20480.753
1927 1005.9267 809.69805 2478.6594
1928 1967.2718 809.53436 395.74513
1929 122.51981 811.54509 587.80634
1930 380.91186 811.59312 184.61517
1931 702.04611 810.93397 1541.1787
1932 734.45844 811.25073 312.49047
1933 920.86659 811.52123 2062.6052
1934 986.51327 811.15223 276.84086
1935 1024.8583 811.29957 319.00811
1936 1107.7986 811.24112 786.90182
1937 1111.5804 811.14184 379.61818
1938 1237.8302 811.22922 1603.1017
1939 175.248 812.11989 629.52551
1940 607.42312 812.07024 671.53354
1941 880.10511 811.87001 2109.1963
1942 933.7374 812.48661 1956.2231
1943 1387.6567 812.02329 559.05213
1944 1474.4014 812.31118 870.41008
1945 1010.5045 813.38999 896.92465
1946 1142.3615 812.85151 750.12466
1947 1176.8172 812.93193 2328.7032
1948 1182.1107 812.95816 9892.2852
1949 1995.2998 812.83764 262.80127
1950 973.45078 814.13518 1612.361
1951 337.93974 815.36247 1134.9695
1952 824.74751 815.25765 848.26323
1953 1286.7134 814.50875 1435.0945
1954 1556.7273 814.84306 2212.9786
1955 1156.4755 816.16714 241.14959
1956 1249.7175 816.08081 2409.4586
1957 1956.6283 815.98486 3004.2894
1958 946.41488 817.51412 1942.0565
1959 952.17041 816.86165 2705.8457
1960 1167.3989 817.1605 406.55411
1961 578.74707 817.54562 401.15452
1962 665.05897 818.26266 3729.993
1963 817.1769 817.55392 791.43167
1964 1085.1349 817.95403 272.81122
1965 23.190992 819.2725 524.15245
1966 907.59598 819.25934 623.75461
1967 1045.355 819.36192 317.76404
1968 1061.9696 818.75044 28912.724
1969 1594.7284 819.51284 260.8529
1970 835.41155 819.49012 850.85046
1971 501.77026 821.01762 2192.2722
1972 832.1656 820.61579 413.58337
1973 1179.9515 820.95492 562.98763
1974 1677.436 820.85638 843.98809
1975 463.72686 822.90251 735.62699
1976 636.0232 822.76975 570.62025
1977 1103.0461 823.45364 342.48611
1978 1879.3878 822.53119 2303.2084
1979 582.83526 824.96016 1774.3272
1980 2024.1575 824.77176 172541.9
1981 532.61228 826.43927 861.57641
1982 542.71121 826.31458 5432.9862
1983 660.97912 826.39097 739.24707
1984 715.51256 825.77431 2538.1991
1985 813.28119 826.06892 1657.7677
1986 1120.1319 826.12649 8867.9897
1987 1249.8293 826.34848 1931.6794
1988 1384.0974 826.42476 2588.283
1989 1827.9055 825.94288 1536.9837
1990 434.79863 827.00792 552.82694
1991 990.70554 826.53374 1041.1626
1992 9.8495879 828.2337 1977.3662
1993 495.469 828.1554 19769.741
1994 515.46065 827.9361 1957.2747
1995 940.75892 827.52105 2096.3962
1996 949.66041 828.24743 541.24623
1997 1126.7199 827.6487 408.51471
1998 1789.0067 827.78988 1887.4268
1999 706.13574 829.06838 2140.7377
2000 764.8176 829.05566 476.55236
2001 832.30548 829.14944 977.92764
2002 979.21858 829.42974 632.40385
2003 1041.9277 828.65674 2815.8119
2004 1110.5223 828.99734 1570.6574
2005 2032.537 829.59071 434.29988
2006 265.74034 830.31745 1001.1639
2007 1025.0988 829.86209 363.86868
2008 1082.9251 829.85121 446.84649
2009 1213.547 829.95735 450.77464
2010 1263.1005 829.92856 1927.7818
2011 664.15829 830.78009 1227.1729
2012 688.24737 830.90991 223.81501
2013 967.47903 831.49642 1089.2954
2014 975.24419 830.67076 460.86272
2015 1116.5024 830.46494 944.54826
2016 1367.3488 831.0704 3081.9794
2017 1449.4217 830.96141 317.41725
2018 1736.5226 831.6268 2508.8434
2019 847.18112 833.1676 1242.2826
2020 1416.7543 832.66049 1459.2396
2021 1481.2582 831.56858 1430.1297
2022 19.795487 832.84502 1071.2819
2023 921.51689 832.62229 422.07672
2024 1797.1153 833.07221 353.08169
2025 731.0087 834.06157 599.3391
2026 910.20754 834.07849 4478.596
2027 1132.4617 834.16093 324.29529
2028 1410.2783 834.34339 20818.142
2029 892.19477 834.62225 711.97534
2030 938.29044 835.26272 1597.0858
2031 989.4547 834.80846 1887.55
2032 1430.924 835.52628 1829.7043
2033 2033.1738 835.058 933.71754
2034 1082.7644 836.4002 836.44898
2035 1600.4237 835.81189 252.8928
2036 118.28814 837.22135 381.33424
2037 812.72061 837.1618 882.66637
2038 846.69343 837.1501 3439.0288
2039 1026.7324 836.98658 878.88345
2040 1257.9618 837.26563 425.77108
2041 2022.9393 837.29546 3518.9733
2042 807.88605 837.89204 5491.4124
2043 509.09101 839.58064 588.5044
2044 535.65386 838.45482 454.02656
2045 1500.2226 839.44153 2214.5166
2046 73.293068 840.26209 3242.646
2047 1245.4284 839.71953 11569.667
2048 938.35944 840.79058 453.23192
2049 1003.1389 840.60456 633.2137
2050 1427.9858 840.64584 1068.8378
2051 370.77807 842.0759 313.95821
2052 384.83235 842.08667 655.14396
2053 858.12405 841.59949 2168.8597
2054 1298.9617 842.38831 443.76228
2055 1385.2166 841.68649 469.41183
2056 1495.5239 841.75582 1194.57
2057 347.78149 842.67053 553.08188
2058 1075.5965 842.77508 1748.2094
2059 1188.7712 843.14134 1685.9622
2060 1367.086 843.18406 279.85253
2061 1999.3978 842.78227 128.81669
2062 525.92557 844.32731 608.10243
2063 651.85216 844.40035 1940.7637
2064 708.44726 843.6167 1236.5908
2065 1207.3169 844.3574 392.63596
2066 124.45775 844.62475 7087.5036
2067 169.81624 845.47746 3081.7204
2068 655.97486 844.91818 892.19245
2069 902.72976 845.30185 4369.3392
2070 1150.8884 845.19146 1343.3016
2071 1716.8491 844.45525 40.130992
2072 1876.0707 844.79864 66652.051
2073 70.376975 845.70512 1935.0818
2074 453.15795 845.56758 1355.0646
2075 592.7681 846.0919 1356.2415
2076 1055.8765 845.78588 244.32446
2077 1228.0127 845.55526 393.68796
2078 763.34388 846.75064 1785.9666
2079 843.80688 846.67626 2394.4816
2080 1508.5676 847.01335 368.02818
2081 242.25748 847.6176 384.4942
2082 521.99707 848.83927 754.24957
2083 854.93627 848.13959 625.92799
2084 1140.7782 848.39759 7771.5904
2085 1374.5235 848.19371 290.95241
2086 1419.4682 848.37702 546.89259
2087 687.01645 848.49609 494.02385
2088 740.71946 849.27357 740.29212
2089 1081.0274 848.7337 812.51868
2090 1161.5059 849.44496 2187.2771
2091 18.413896 850.41507 1858.6042
2092 743.67988 849.74244 843.80794
2093 1064.8037 850.47155 2208.1528
2094 1476.5067 849.81001 18423.122
2095 572.17367 851.31723 1130.3542
2096 905.59971 850.65232 549.1534
2097 937.44476 851.04955 1130.452
2098 1089.4594 851.51029 1785.8339
2099 1471.6392 851.27639 1307.9702
2100 519.88686 852.39587 3713.8508
2101 782.0382 851.78099 2184.5921
2102 928.28124 851.69278 526.38864
2103 1153.64 852.36683 1047.6079
2104 1294.7414 851.93953 519.54258
2105 440.81577 853.28177 3869.9711
2106 836.71441 853.2037 773.47878
2107 986.14892 853.22615 966.41319
2108 1031.3591 853.27829 708.81445
2109 1108.8664 853.62719 263.32821
2110 1828.0927 852.60043 103.09165
2111 1004.1231 854.09203 42271.792
2112 1334.0213 853.96732 1962.7127
2113 162.73934 854.66409 6456.7468
2114 215.441 854.67957 172.16592
2115 406.13529 855.1495 2462.8203
2116 956.92126 854.66615 1677.0741
2117 1080.0939 855.25844 298.79829
2118 1463.4661 855.68114 553.49658
2119 59.960424 855.93104 1778.1269
2120 277.79565 855.54484 3847.5615
2121 716.00205 855.64603 1373.8115
2122 728.52692 856.2307 882.64783
2123 993.70187 855.67872 1384.4854
2124 1231.6124 855.83434 1222.3379
2125 1529.0401 855.6484 2792.1759
2126 1871.9735 855.79887 6195.4843
2127 809.57588 857.18366 430.01412
2128 1210.2466 857.37734 2288.3352
2129 1756.9632 856.91676 1772.5177
2130 1103.7153 858.2857 4865.6219
2131 1236.3436 858.0108 1558.6143
2132 1460.8113 858.4145 525.89422
2133 1752.8932 857.54907 2002.1573
2134 1824.7367 857.93498 524.55265
2135 766.49546 860.86737 705.99451
2136 1025.3919 859.08132 1559.309
2137 1637.7585 858.72161 583.72062
2138 169.922 860.44169 2745.6776
2139 593.06003 859.84017 895.60382
2140 1111.2441 860.43571 1544.3324
2141 1278.2865 859.96301 9228.246
2142 1328.1913 860.22538 339.40886
2143 1340.4034 860.31958 417.10978
2144 1383.5757 859.80978 617.14242
2145 1715.506 859.67861 512.37376
2146 121.51161 860.56426 13195.016
2147 873.13507 860.46081 1392.7143
2148 1152.0812 861.0661 20761.616
2149 1294.2023 860.6451 844.03088
2150 1306.5091 860.69101 293.88527
2151 1744.1652 860.72962 601.75318
2152 741.73983 862.47868 1474.9753
2153 834.03917 861.62398 1322.8128
2154 1381.2226 861.90526 841.0465
2155 1418.6091 862.1172 7088.8845
2156 765.13392 862.85201 1362.1727
2157 1484.9973 863.08077 1905.9222
2158 176.98676 864.04737 428.89875
2159 227.98469 864.11475 760.95552
2160 930.51775 864.31978 26071.045
2161 1988.5156 863.95324 1268.2245
2162 656.86651 865.3193 2219.7328
2163 679.7001 864.81671 881.8104
2164 1205.3705 864.63661 1600.5801
2165 1270.6509 864.56007 21988.122
2166 1476.6333 865.39078 1663.1418
2167 1369.2199 865.90317 532.91148
2168 1727.4136 865.93021 7444.7084
2169 1121.0953 867.37153 215.82524
2170 1924.7044 866.53644 90008.162
2171 744.56555 867.9556 2939.6321
2172 779.50444 867.38308 1537.6329
2173 915.24509 867.77024 425.13646
2174 368.24841 868.6634 392.49353
2175 624.35922 868.58017 1429.0481
2176 840.37628 869.10782 586.71732
2177 1003.4124 869.45146 81.642656
2178 1132.2904 869.11127 218.21601
2179 1171.7728 868.79411 2093.1774
2180 1311.2648 869.06778 802.79784
2181 662.15283 869.95948 337.90324
2182 713.51715 870.51038 26032.929
2183 991.13521 870.185 1111.0871
2184 1579.9339 869.73354 294.87481
2185 545.69849 870.63295 3509.2089
2186 921.35431 871.20131 1022.2635
2187 1065.872 870.32299 447.42358
2188 1210.6499 870.66118 1594.4171
2189 424.24298 871.90644 1450.3089
2190 804.63549 872.0628 4299.0258
2191 972.47391 872.00875 503.41444
2192 987.21074 872.12454 769.30256
2193 160.08129 872.94984 258.83416
2194 794.47906 872.74249 890.93083
2195 1083.4281 873.00813 170.3196
2196 1483.7344 873.07274 497.46918
2197 260.49083 874.42425 1207.1728
2198 747.93784 874.26224 759.60481
2199 1379.7838 873.90581 1969.7976
2200 1559.4037 873.66138 400.00767
2201 1618.8379 874.27725 810.258
2202 519.91023 875.23361 562.5824
2203 610.31036 875.0452 570.50586
2204 1137.6318 874.89732 358.85121
2205 1608.465 875.52286 1267.9752
2206 146.95226 875.87309 361.99051
2207 894.56635 875.79526 285.42548
2208 976.14894 876.67912 1261.7927
2209 1206.3303 876.25864 2240.0636
2210 1368.5035 876.08314 1155.1766
2211 1715.1443 875.70021 332.14906
2212 1776.8257 875.46119 684.52481
2213 1803.8638 876.40763 1902.5986
2214 526.09209 877.32592 806.6801
2215 580.02175 877.39858 2393.0031
2216 693.10544 877.26179 4933.1833
2217 984.43536 876.44308 526.76809
2218 1071.0419 877.15307 2119.8025
2219 1611.1837 877.05376 3273.5243
2220 1764.0716 876.99715 2771.0473
2221 537.16333 878.26322 1421.9547
2222 668.69036 877.59815 1820.655
2223 715.43174 877.67627 1973.6583
2224 845.04578 877.9803 953.99073
2225 961.45597 878.36871 963.67352
2226 967.88238 877.42357 51.232578
2227 1120.9604 877.7212 1089.369
2228 1199.1189 878.13881 8454.1749
2229 1029.8846 879.10729 423.80129
2230 1280.2303 879.05594 406.38037
2231 85.304006 880.33774 323.43781
2232 651.17544 880.41121 2226.8885
2233 704.8185 880.48038 1492.4797
2234 835.54409 879.86732 931.81549
2235 953.52402 879.60501 473.07351
2236 994.9941 880.06263 559.41869
2237 739.36986 881.51587 324.83502
2238 822.72515 881.23567 1119.1344
2239 1188.0463 881.14399 1596.4562
2240 871.50081 881.88017 1143.7715
2241 1090.1487 881.84628 644.76136
2242 846.63779 883.41297 1866.8955
2243 1016.5422 883.23817 2320.641
2244 1571.6021 883.05712 1649.3129
2245 1774.4377 882.90138 5783.9703
2246 1182.7453 883.71662 216.35966
2247 1297.7375 883.84138 29560.379
2248 828.43694 884.65196 914.56896
2249 858.6445 885.07008 898.83929
2250 1060.7114 885.03805 778.22046
2251 1115.0631 884.96899 358.45855
2252 1193.3308 885.26888 943.72528
2253 1288.7786 885.50535 2374.2932
2254 1631.9964 885.15667 2845.7315
2255 1850.254 884.3616 579.54298
2256 321.15329 885.92654 335.33339
2257 579.8333 885.92841 780.7463
2258 253.11333 887.21989 1637.7909
2259 399.32582 886.80925 348.82331
2260 1121.0575 886.80224 593.57127
2261 1469.1301 886.65679 195.28408
2262 362.31045 887.97286 2060.6002
2263 598.85903 888.40175 517.37431
2264 784.71262 888.29564 1040.7123
2265 786.87484 888.32967 1376.4913
2266 879.94397 887.94389 960.05003
2267 991.00026 888.01359 13085.626
2268 1119.0079 887.89965 561.27783
2269 1270.5053 888.24933 1746.6645
2270 1677.1629 888.20312 110.72033
2271 1960.865 888.1834 82.943348
2272 2028.9841 887.75657 1644.8041
2273 129.95381 889.55577 1050.2115
2274 1879.3971 888.77611 485.44491
2275 1087.8155 890.03646 854.14506
2276 1289.7081 889.43832 726.41652
2277 827.86236 891.22891 2056.4752
2278 1279.7781 890.82258 999.88426
2279 133.15997 892.16164 1355.5442
2280 194.41789 892.61279 1332.4529
2281 598.78961 891.46127 1200.0652
2282 717.32786 892.24287 228.07368
2283 1110.0101 892.0416 479.23301
2284 1803.2587 891.77361 244.76645
2285 1814.0087 891.90294 70.671111
2286 806.8541 892.74003 316.16155
2287 916.21324 893.23026 2828.4883
2288 996.10008 892.28521 762.81885
2289 1865.592 893.51966 57.809512
2290 137.47135 894.54641 603.64343
2291 422.92997 893.83135 666.00086
2292 760.91924 894.07428 61.071989
2293 862.69017 894.10587 4461.3425
2294 1023.1659 893.90095 1299.3044
2295 1226.5056 894.2028 2012.8533
2296 1541.5722 893.47239 418.34043
2297 143.52158 894.98441 1241.573
2298 552.29623 895.06593 302.42187
2299 650.41477 894.52634 187.41861
2300 870.73607 894.2491 1318.6942
2301 1093.5173 895.10551 624.01604
2302 1105.2724 895.00212 689.30685
2303 1154.1822 894.70747 18020.886
2304 1440.7148 895.23949 237.96091
2305 241.77202 896.36516 1276.6548
2306 1114.2265 895.65325 1221.3399
2307 1206.7262 895.7471 688.05649
2308 1240.3263 896.441 781.94817
2309 466.1742 896.59323 3263.1086
2310 621.11493 896.70256 1346.6932
2311 1082.9177 897.57412 359.33931
2312 1187.894 897.74811 222.18029
2313 634.10065 897.59433 7219.9708
2314 692.31023 898.22811 2185.6721
2315 854.79606 898.57142 862.14842
2316 1553.1779 897.92226 1040.8423
2317 57.990729 898.83329 573.84636
2318 608.80686 898.9631 361.84219
2319 913.31595 898.47169 306.19214
2320 998.16284 899.34148 243.57515
2321 1010.6589 899.26353 646.42745
2322 1131.7306 898.73804 483.57174
2323 514.53738 900.16091 392.91868
2324 700.75134 900.19246 387.54978
2325 724.14031 900.22595 526.40657
